"SYMBOL 
","PREV. CLOSE 
","IEP  PRICE 
","CHNG 
","%CHNG 
","FINAL PRICE 
","FINAL QUANTITY 
",VALUE ,FFM CAP ,"NM 52W H 
","NM 52W L 
",Date
SBIN,389.50,392.00,2.50,0.64,392.00,114066,"44,713,872.00","1,494,738,562,771.99",427.70,149.45,23-Feb-2021
M&M,837.10,842.10,5.00,0.60,842.10,9281,"7,815,530.10","801,320,888,508.45",952.05,245.40,23-Feb-2021
BAJAJFINSV,"10,000.60","10,051.00",50.40,0.50,"10,051.00",590,"5,930,090.00","604,758,570,537.23","10,579.00","3,985.30",23-Feb-2021
INFY,"1,265.20","1,271.15",5.95,0.47,"1,271.15",19106,"24,286,591.90","4,688,567,596,478.29","1,392.80",509.25,23-Feb-2021
SBILIFE,849.05,853.00,3.95,0.47,853.00,2623,"2,237,419.00","331,145,768,061.21",954.50,519.40,23-Feb-2021
ITC,207.05,208.00,0.95,0.46,208.00,74599,"15,516,592.00","1,808,908,050,845.04",239.20,134.60,23-Feb-2021
MARUTI,"7,086.45","7,118.80",32.35,0.46,"7,118.80",2107,"14,999,311.60","941,897,106,122.28","8,329.00","4,001.10",23-Feb-2021
HDFCLIFE,690.60,693.50,2.90,0.42,693.50,2738,"1,898,803.00","544,036,001,956.43",731.00,340.00,23-Feb-2021
HCLTECH,920.15,924.00,3.85,0.42,924.00,8167,"7,546,308.00","998,791,575,233.76","1,067.00",375.25,23-Feb-2021
TCS,"2,958.45","2,970.00",11.55,0.39,"2,970.00",13450,"39,946,500.00","3,108,347,909,370.40","3,339.80","1,506.05",23-Feb-2021
HDFCBANK,"1,548.00","1,553.75",5.75,0.37,"1,553.75",55976,"86,972,710.00","6,735,423,815,281.44","1,641.00",738.75,23-Feb-2021
POWERGRID,224.95,225.75,0.80,0.36,225.75,8743,"1,973,732.25","576,654,584,745.62",238.30,122.15,23-Feb-2021
CIPLA,792.45,795.00,2.55,0.32,795.00,5056,"4,019,520.00","402,612,974,024.59",878.90,355.30,23-Feb-2021
SHREECEM,"27,090.85","27,165.00",74.15,0.27,"27,165.00",57,"1,548,405.00","361,659,508,823.65","29,090.00","15,410.00",23-Feb-2021
BRITANNIA,"3,341.20","3,349.80",8.60,0.26,"3,349.80",552,"1,849,089.60","394,346,683,791.65","4,010.00","2,100.00",23-Feb-2021
WIPRO,418.70,419.70,1.00,0.24,419.70,14572,"6,115,868.40","622,183,135,044.72",467.45,159.40,23-Feb-2021
NESTLEIND,"16,096.30","16,131.00",34.70,0.22,"16,131.00",197,"3,177,807.00","574,216,427,096.80","18,844.00","12,200.00",23-Feb-2021
GAIL,142.80,143.10,0.30,0.21,143.10,27780,"3,975,318.00","264,059,785,970.57",149.45,65.00,23-Feb-2021
ULTRACEMCO,"6,175.10","6,186.00",10.90,0.18,"6,186.00",737,"4,559,082.00","712,944,703,296.24","6,589.00","2,910.00",23-Feb-2021
TECHM,950.70,952.00,1.30,0.14,952.00,5787,"5,509,224.00","588,545,976,228.48","1,081.55",471.40,23-Feb-2021
NTPC,102.05,102.15,0.10,0.10,102.15,24436,"2,496,137.40","494,772,389,507.76",112.45,73.20,23-Feb-2021
HEROMOTOCO,"3,414.15","3,414.15",-,-,"3,414.15",894,"3,052,250.10","443,323,780,692.98","3,629.05","1,475.00",23-Feb-2021
SUNPHARMA,595.30,595.00,-0.30,-0.05,595.00,14441,"8,592,395.00","642,745,848,438.45",654.40,312.00,23-Feb-2021
EICHERMOT,"2,482.35","2,476.20",-6.15,-0.25,"2,476.20",5377,"13,314,527.40","345,931,304,928.30","3,037.00","1,245.01",23-Feb-2021
DIVISLAB,"3,496.65","3,485.00",-11.65,-0.33,"3,485.00",447,"1,557,795.00","445,560,340,923.36","3,914.95","1,626.00",23-Feb-2021
BAJAJ-AUTO,"3,971.55","3,952.00",-19.55,-0.49,"3,952.00",1786,"7,058,272.00","517,156,014,726.45","4,361.40","1,788.65",23-Feb-2021
ASIANPAINT,"2,387.05","2,375.00",-12.05,-0.50,"2,375.00",7780,"18,477,500.00","1,076,136,949,771.17","2,873.45","1,431.20",23-Feb-2021
UPL,539.75,530.00,-9.75,-1.81,530.00,56095,"29,730,350.00","296,923,345,110.72",601.15,240.15,23-Feb-2021
GAIL,134.40,138.95,4.55,3.39,138.95,224068,"31,134,248.60","248,526,857,384.06",146.20,65.00,18-Feb-2021
SBIN,411.75,425.05,13.30,3.23,425.05,673460,"286,254,173.00","1,580,124,783,623.54",415.75,149.45,18-Feb-2021
ASIANPAINT,"2,388.15","2,424.00",35.85,1.50,"2,424.00",29098,"70,533,552.00","1,076,632,855,028.60","2,873.45","1,431.20",18-Feb-2021
ONGC,102.25,103.70,1.45,1.42,103.70,164743,"17,083,849.10","373,036,729,155.92",107.90,50.00,18-Feb-2021
HDFCBANK,"1,586.50","1,605.95",19.45,1.23,"1,605.95",181389,"291,301,664.55","6,902,939,200,868.22","1,641.00",738.75,18-Feb-2021
BAJAJFINSV,"10,185.65","10,310.00",124.35,1.22,"10,310.00",958,"9,876,980.00","615,948,956,461.87","10,579.00","3,985.30",18-Feb-2021
INDUSINDBK,"1,033.20","1,045.00",11.80,1.14,"1,045.00",28964,"30,267,380.00","586,602,243,070.20","1,203.85",235.55,18-Feb-2021
ULTRACEMCO,"6,419.20","6,492.30",73.10,1.14,"6,492.30",2146,"13,932,475.80","741,127,210,798.08","6,589.00","2,910.00",18-Feb-2021
SHREECEM,"28,268.50","28,580.00",311.50,1.10,"28,580.00",160,"4,572,800.00","377,380,991,190.06","29,090.00","15,410.00",18-Feb-2021
MARUTI,"7,503.20","7,574.85",71.65,0.95,"7,574.85",3052,"23,118,442.20","997,289,526,724.48","8,329.00","4,001.10",18-Feb-2021
BPCL,411.70,415.35,3.65,0.89,415.35,13687,"5,684,895.45","330,440,101,240.78",481.00,252.00,18-Feb-2021
BAJAJ-AUTO,"4,165.70","4,200.00",34.30,0.82,"4,200.00",2921,"12,268,200.00","542,437,287,846.30","4,361.40","1,788.65",18-Feb-2021
ADANIPORTS,655.75,660.80,5.05,0.77,660.80,36773,"24,299,598.40","479,635,638,219.27",670.00,203.00,18-Feb-2021
HINDALCO,303.90,306.05,2.15,0.71,306.05,25320,"7,749,186.00","443,778,760,657.83",308.50,84.90,18-Feb-2021
BHARTIARTL,593.85,597.00,3.15,0.53,597.00,146990,"87,753,030.00","1,425,504,403,517.37",623.00,361.75,18-Feb-2021
TATASTEEL,696.80,700.00,3.20,0.46,700.00,38820,"27,174,000.00","525,908,390,415.41",731.50,250.85,18-Feb-2021
POWERGRID,230.05,231.00,0.95,0.41,231.00,50226,"11,602,206.00","589,728,327,275.98",231.20,122.15,18-Feb-2021
TATAMOTORS,330.15,331.50,1.35,0.41,331.50,108778,"36,059,907.00","591,498,344,040.38",341.90,63.50,18-Feb-2021
NTPC,99.35,99.70,0.35,0.35,99.70,71271,"7,105,718.70","481,681,890,226.32",113.75,73.20,18-Feb-2021
SBILIFE,877.15,880.10,2.95,0.34,880.10,2058,"1,811,245.80","342,105,306,465.92",954.50,519.40,18-Feb-2021
TITAN,"1,460.40","1,465.10",4.70,0.32,"1,465.10",3770,"5,523,427.00","609,365,766,790.08","1,621.35",720.90,18-Feb-2021
JSWSTEEL,408.70,410.00,1.30,0.32,410.00,5094,"2,088,540.00","395,167,197,531.20",421.90,132.50,18-Feb-2021
IOC,95.00,95.30,0.30,0.32,95.30,70632,"6,731,229.60","241,473,176,349.30",115.10,71.15,18-Feb-2021
EICHERMOT,"2,695.50","2,701.10",5.60,0.21,"2,701.10",839,"2,266,222.90","375,635,116,899.00","3,037.00","1,245.01",18-Feb-2021
ITC,217.75,218.20,0.45,0.21,218.20,84686,"18,478,485.20","1,902,389,413,530.58",239.20,134.60,18-Feb-2021
TECHM,980.45,982.00,1.55,0.16,982.00,2952,"2,898,864.00","606,963,187,538.88","1,081.55",471.40,18-Feb-2021
DRREDDY,"4,600.55","4,607.00",6.45,0.14,"4,607.00",2380,"10,964,660.00","558,495,842,221.57","5,512.65","2,495.05",18-Feb-2021
SUNPHARMA,621.25,622.00,0.75,0.12,622.00,13109,"8,153,798.00","670,764,082,550.63",654.40,312.00,18-Feb-2021
BRITANNIA,"3,364.00","3,368.00",4.00,0.12,"3,368.00",1134,"3,819,312.00","397,037,664,394.56","4,010.00","2,100.00",18-Feb-2021
NESTLEIND,"16,741.20","16,756.00",14.80,0.09,"16,756.00",421,"7,054,276.00","597,222,470,338.70","18,844.00","12,200.00",18-Feb-2021
HCLTECH,943.20,944.00,0.80,0.08,944.00,12460,"11,762,240.00","1,023,811,567,418.88","1,067.00",375.25,18-Feb-2021
RELIANCE,"2,083.25","2,085.00",1.75,0.08,"2,085.00",59902,"124,895,670.00","6,735,386,338,769.40","2,369.35",866.98,18-Feb-2021
HDFCLIFE,703.10,703.50,0.40,0.06,703.50,7715,"5,427,502.50","553,883,163,880.06",731.00,340.00,18-Feb-2021
WIPRO,430.20,430.30,0.10,0.02,430.30,26556,"11,427,046.80","639,271,995,930.83",467.45,159.40,18-Feb-2021
HINDUNILVR,"2,163.90","2,164.00",0.10,0.00,"2,164.00",9386,"20,311,304.00","1,931,997,816,473.91","2,614.30","1,757.30",18-Feb-2021
M&M,914.95,914.95,-,-,914.95,7676,"7,023,156.20","875,843,443,962.26",952.05,245.40,18-Feb-2021
GRASIM,"1,238.45","1,238.45",-,-,"1,238.45",1805,"2,235,402.25","480,746,654,511.48","1,258.60",385.05,18-Feb-2021
CIPLA,835.70,835.00,-0.70,-0.08,835.00,14315,"11,953,025.00","424,586,614,161.59",878.90,355.30,18-Feb-2021
BAJFINANCE,"5,705.15","5,699.00",-6.15,-0.11,"5,699.00",4466,"25,451,734.00","1,512,654,509,122.17","5,822.20","1,783.00",18-Feb-2021
HEROMOTOCO,"3,584.00","3,579.65",-4.35,-0.12,"3,579.65",5566,"19,924,331.90","465,378,624,256.00","3,595.00","1,475.00",18-Feb-2021
COALINDIA,135.20,135.00,-0.20,-0.15,135.00,37654,"5,083,290.00","283,288,295,735.54",180.25,109.55,18-Feb-2021
HDFC,"2,805.35","2,800.00",-5.35,-0.19,"2,800.00",30112,"84,313,600.00","5,041,547,458,424.05","2,896.00","1,473.45",18-Feb-2021
TCS,"3,073.10","3,065.00",-8.10,-0.26,"3,065.00",18737,"57,428,905.00","3,228,806,963,202.41","3,339.80","1,506.05",18-Feb-2021
AXISBANK,777.75,775.00,-2.75,-0.35,775.00,43373,"33,614,075.00","1,928,467,735,442.44",799.00,286.00,18-Feb-2021
LT,"1,548.35","1,542.20",-6.15,-0.40,"1,542.20",5931,"9,146,788.20","1,869,881,535,516.38","1,593.00",661.00,18-Feb-2021
INFY,"1,281.30","1,276.00",-5.30,-0.41,"1,276.00",30218,"38,558,168.00","4,748,230,842,054.72","1,392.80",509.25,18-Feb-2021
UPL,539.00,536.35,-2.65,-0.49,536.35,17421,"9,343,753.35","296,510,760,564.48",601.15,240.15,18-Feb-2021
KOTAKBANK,"1,989.45","1,979.15",-10.30,-0.52,"1,979.15",21318,"42,191,519.70","2,914,625,783,390.62","2,049.00","1,001.00",18-Feb-2021
DIVISLAB,"3,615.25","3,596.00",-19.25,-0.53,"3,596.00",1592,"5,724,832.00","460,672,936,245.60","3,914.95","1,626.00",18-Feb-2021
ICICIBANK,657.35,650.00,-7.35,-1.12,650.00,90051,"58,533,150.00","4,537,911,067,649.15",679.40,268.30,18-Feb-2021
BPCL,432.20,437.00,4.80,1.11,437.00,67577,"29,531,149.00","346,893,883,304.02",481.00,252.00,19-Feb-2021
GAIL,143.10,143.95,0.85,0.59,143.95,192734,"27,744,059.30","264,614,533,420.09",147.80,65.00,19-Feb-2021
SBILIFE,893.50,898.40,4.90,0.55,898.40,2891,"2,597,274.40","348,482,119,736.99",954.50,519.40,19-Feb-2021
NESTLEIND,"16,364.70","16,430.00",65.30,0.40,"16,430.00",355,"5,832,650.00","583,791,279,021.32","18,844.00","12,200.00",19-Feb-2021
UPL,541.05,542.95,1.90,0.35,542.95,6995,"3,797,935.25","297,638,491,657.54",601.15,240.15,19-Feb-2021
TECHM,"1,010.60","1,013.65",3.05,0.30,"1,013.65",9919,"10,054,394.35","625,628,025,219.84","1,081.55",471.40,19-Feb-2021
INFY,"1,292.45","1,296.10",3.65,0.28,"1,296.10",20227,"26,216,214.70","4,789,550,418,960.14","1,392.80",509.25,19-Feb-2021
HINDUNILVR,"2,146.85","2,152.90",6.05,0.28,"2,152.90",6605,"14,219,904.50","1,916,775,041,497.77","2,614.30","1,757.30",19-Feb-2021
HDFCLIFE,713.45,715.30,1.85,0.26,715.30,8412,"6,017,103.60","562,036,613,952.82",731.00,340.00,19-Feb-2021
NTPC,103.40,103.65,0.25,0.24,103.65,137389,"14,240,369.85","501,317,639,148.48",113.75,73.20,19-Feb-2021
IOC,99.00,99.20,0.20,0.20,99.20,103864,"10,303,308.80","251,640,467,985.06",114.50,71.15,19-Feb-2021
HCLTECH,948.10,950.00,1.90,0.20,950.00,11498,"10,923,100.00","1,029,130,351,007.04","1,067.00",375.25,19-Feb-2021
GRASIM,"1,229.65","1,231.75",2.10,0.17,"1,231.75",2485,"3,060,898.75","477,330,634,034.51","1,258.60",385.05,19-Feb-2021
BHARTIARTL,589.05,590.00,0.95,0.16,590.00,45962,"27,117,580.00","1,413,982,266,383.61",623.00,361.75,19-Feb-2021
ADANIPORTS,664.05,664.95,0.90,0.14,664.95,18910,"12,574,204.50","485,706,512,481.14",670.00,203.00,19-Feb-2021
JSWSTEEL,407.65,408.10,0.45,0.11,408.10,11237,"4,585,819.70","394,151,964,946.40",421.90,132.50,19-Feb-2021
SHREECEM,"27,623.35","27,649.95",26.60,0.10,"27,649.95",190,"5,253,490.50","368,768,318,198.35","29,090.00","15,410.00",19-Feb-2021
TITAN,"1,433.00","1,434.00",1.00,0.07,"1,434.00",3300,"4,732,200.00","597,932,856,621.60","1,621.35",720.90,19-Feb-2021
WIPRO,432.95,433.15,0.20,0.05,433.15,11365,"4,922,749.75","643,358,462,664.46",467.45,159.40,19-Feb-2021
TCS,"3,057.35","3,058.00",0.65,0.02,"3,058.00",7308,"22,347,864.00","3,212,258,946,648.95","3,339.80","1,506.05",19-Feb-2021
DIVISLAB,"3,587.65","3,588.00",0.35,0.01,"3,588.00",1171,"4,201,548.00","457,156,008,497.76","3,914.95","1,626.00",19-Feb-2021
ASIANPAINT,"2,470.75","2,470.90",0.15,0.01,"2,470.90",7782,"19,228,543.80","1,113,870,831,631.98","2,873.45","1,431.20",19-Feb-2021
COALINDIA,139.95,139.95,-,-,139.95,45597,"6,381,300.15","293,241,101,983.64",180.25,109.55,19-Feb-2021
ITC,218.85,218.85,-,-,218.85,153327,"33,555,613.95","1,911,999,647,077.69",239.20,134.60,19-Feb-2021
ONGC,110.70,110.70,-,-,110.70,256606,"28,406,284.20","403,864,703,350.22",115.50,50.00,19-Feb-2021
HEROMOTOCO,"3,522.85","3,522.85",-,-,"3,522.85",1369,"4,822,781.65","457,438,361,177.53","3,629.05","1,475.00",19-Feb-2021
BRITANNIA,"3,359.45","3,359.00",-0.45,-0.01,"3,359.00",689,"2,314,351.00","396,500,648,528.63","4,010.00","2,100.00",19-Feb-2021
SUNPHARMA,616.05,615.90,-0.15,-0.02,615.90,8372,"5,156,314.80","665,149,638,720.83",654.40,312.00,19-Feb-2021
SBIN,415.20,415.00,-0.20,-0.05,415.00,162786,"67,556,190.00","1,593,364,444,834.22",427.70,149.45,19-Feb-2021
LT,"1,524.60","1,523.85",-0.75,-0.05,"1,523.85",5613,"8,553,370.05","1,841,199,592,500.58","1,593.00",661.00,19-Feb-2021
BAJFINANCE,"5,563.35","5,560.00",-3.35,-0.06,"5,560.00",2543,"14,139,080.00","1,475,057,879,867.29","5,822.20","1,783.00",19-Feb-2021
EICHERMOT,"2,650.20","2,646.00",-4.20,-0.16,"2,646.00",1762,"4,662,252.00","369,322,272,975.60","3,037.00","1,245.01",19-Feb-2021
KOTAKBANK,"1,945.45","1,942.25",-3.20,-0.16,"1,942.25",14167,"27,515,855.75","2,850,163,980,143.90","2,049.00","1,001.00",19-Feb-2021
ULTRACEMCO,"6,325.85","6,315.00",-10.85,-0.17,"6,315.00",3625,"22,891,875.00","730,349,508,728.04","6,589.00","2,910.00",19-Feb-2021
CIPLA,825.45,823.80,-1.65,-0.20,823.80,7758,"6,391,040.40","419,378,988,464.38",878.90,355.30,19-Feb-2021
BAJAJ-AUTO,"4,115.45","4,106.00",-9.45,-0.23,"4,106.00",1651,"6,779,006.00","535,893,976,106.55","4,361.40","1,788.65",19-Feb-2021
TATASTEEL,697.75,696.00,-1.75,-0.25,696.00,27190,"18,924,240.00","526,625,400,993.62",731.50,250.85,19-Feb-2021
DRREDDY,"4,616.95","4,602.00",-14.95,-0.32,"4,602.00",1212,"5,577,624.00","560,486,763,266.33","5,512.65","2,495.05",19-Feb-2021
BAJAJFINSV,"10,198.95","10,150.00",-48.95,-0.48,"10,150.00",580,"5,887,000.00","616,753,237,103.84","10,579.00","3,985.30",19-Feb-2021
M&M,894.45,890.00,-4.45,-0.50,890.00,13803,"12,284,670.00","856,219,649,655.22",952.05,245.40,19-Feb-2021
RELIANCE,"2,067.70","2,057.00",-10.70,-0.52,"2,057.00",96794,"199,105,258.00","6,685,111,404,139.44","2,369.35",866.98,19-Feb-2021
AXISBANK,777.00,772.90,-4.10,-0.53,772.90,47069,"36,379,630.10","1,926,608,075,138.25",799.00,286.00,19-Feb-2021
TATAMOTORS,323.85,321.95,-1.90,-0.59,321.95,183653,"59,127,083.35","580,211,233,431.70",341.90,63.50,19-Feb-2021
HDFCBANK,"1,554.30","1,545.00",-9.30,-0.60,"1,545.00",32352,"49,983,840.00","6,762,835,423,832.00","1,641.00",738.75,19-Feb-2021
HINDALCO,309.90,308.00,-1.90,-0.61,308.00,25955,"7,994,140.00","452,540,434,116.03",312.60,84.90,19-Feb-2021
MARUTI,"7,497.55","7,448.00",-49.55,-0.66,"7,448.00",3235,"24,094,280.00","996,538,555,695.32","8,329.00","4,001.10",19-Feb-2021
HDFC,"2,745.15","2,725.00",-20.15,-0.73,"2,725.00",9745,"26,555,125.00","4,933,360,901,667.45","2,896.00","1,473.45",19-Feb-2021
INDUSINDBK,"1,046.05","1,035.00",-11.05,-1.06,"1,035.00",8801,"9,109,035.00","593,897,867,173.43","1,203.85",235.55,19-Feb-2021
POWERGRID,236.50,233.50,-3.00,-1.27,233.50,37067,"8,655,144.50","606,262,766,358.48",238.30,122.15,19-Feb-2021
ICICIBANK,644.65,635.50,-9.15,-1.42,635.50,53736,"34,149,228.00","4,450,238,639,628.85",679.40,268.30,19-Feb-2021
BAJFINANCE,"6,377.15","6,409.95",32.80,0.51,"6,409.95",6345,"40,671,132.75","1,693,653,137,975.37","6,477.45","3,006.90",17-Aug-2021
ONGC,115.50,116.00,0.50,0.43,116.00,17177,"1,992,532.00","421,376,452,004.97",128.50,64.10,17-Aug-2021
NTPC,118.85,119.35,0.50,0.42,119.35,21917,"2,615,793.95","564,699,897,312.69",122.00,78.10,17-Aug-2021
ULTRACEMCO,"7,346.65","7,377.00",30.35,0.41,"7,377.00",801,"5,908,977.00","848,257,280,159.68","7,911.00","3,753.90",17-Aug-2021
BRITANNIA,"3,655.30","3,670.00",14.70,0.40,"3,670.00",1288,"4,726,960.00","431,418,482,360.71","3,949.00","3,317.30",17-Aug-2021
BPCL,464.00,465.85,1.85,0.40,465.85,9494,"4,422,779.90","432,809,307,482.88",493.90,325.00,17-Aug-2021
GRASIM,"1,490.90","1,496.50",5.60,0.38,"1,496.50",1843,"2,758,049.50","569,054,395,472.42","1,614.20",610.70,17-Aug-2021
UPL,772.80,775.70,2.90,0.38,775.70,2594,"2,012,165.80","425,127,116,445.70",864.70,399.00,17-Aug-2021
TATACONSUM,802.15,805.00,2.85,0.36,805.00,5883,"4,735,815.00","480,494,760,321.71",815.45,458.95,17-Aug-2021
CIPLA,888.25,891.00,2.75,0.31,891.00,1519,"1,353,429.00","451,369,526,486.92",997.00,704.40,17-Aug-2021
TECHM,"1,367.85","1,372.00",4.15,0.30,"1,372.00",6176,"8,473,472.00","848,275,964,584.22","1,399.95",698.65,17-Aug-2021
NESTLEIND,"18,295.25","18,350.00",54.75,0.30,"18,350.00",121,"2,220,350.00","652,661,362,415.13","18,844.00","15,100.00",17-Aug-2021
DIVISLAB,"4,898.95","4,893.50",14.55,0.30,"4,893.50",445,"2,177,607.50","624,248,303,995.68","5,045.20","2,985.00",17-Aug-2021
SUNPHARMA,780.80,783.00,2.20,0.28,783.00,4051,"3,171,933.00","843,030,335,059.20",804.35,452.25,17-Aug-2021
HINDUNILVR,"2,426.40","2,433.00",6.60,0.27,"2,433.00",3564,"8,671,212.00","2,166,396,095,478.82","2,533.95","2,000.05",17-Aug-2021
TCS,"3,472.95","3,482.10",9.15,0.26,"3,482.10",5904,"20,558,318.40","3,597,053,730,440.90","3,494.35","2,216.45",17-Aug-2021
HEROMOTOCO,"2,747.35","2,754.00",6.65,0.24,"2,754.00",1885,"5,191,290.00","356,780,288,503.70","3,629.05","2,740.00",17-Aug-2021
POWERGRID,180.70,181.05,0.35,0.19,181.05,13424,"2,430,415.20","617,627,522,937.15",188.63,115.95,17-Aug-2021
TITAN,"1,837.20","1,840.00",2.80,0.15,"1,840.00",1485,"2,732,400.00","766,589,144,581.44","1,858.65","1,076.00",17-Aug-2021
LT,"1,656.10","1,658.00",1.90,0.11,"1,658.00",4549,"7,542,242.00","2,000,502,926,072.11","1,677.05",843.00,17-Aug-2021
IOC,107.20,107.30,0.10,0.09,107.30,62407,"6,696,271.10","272,483,415,838.37",117.85,71.65,17-Aug-2021
ASIANPAINT,"2,971.40","2,974.00",2.60,0.09,"2,974.00",1430,"4,252,820.00","1,339,575,347,206.82","3,179.50","1,801.85",17-Aug-2021
DRREDDY,"4,661.15","4,665.00",3.85,0.08,"4,665.00",405,"1,889,325.00","566,009,733,416.80","5,614.60","4,135.00",17-Aug-2021
SHREECEM,"25,978.55","26,000.00",21.45,0.08,"26,000.00",113,"2,938,000.00","346,810,440,903.50","32,048.00","18,183.55",17-Aug-2021
COALINDIA,142.00,142.10,0.10,0.07,142.10,8269,"1,175,024.90","297,536,523,627.56",165.00,109.55,17-Aug-2021
BAJAJ-AUTO,"3,748.45","3,749.00",0.55,0.01,"3,749.00",616,"2,309,384.00","488,105,012,753.55","4,361.40","2,822.45",17-Aug-2021
BHARTIARTL,634.05,634.05,-,-,634.05,18729,"11,875,122.45","1,497,354,552,388.42",644.00,394.00,17-Aug-2021
SBIN,424.85,424.85,-,-,424.85,50856,"21,606,171.60","1,630,397,120,394.56",467.45,175.50,17-Aug-2021
TATASTEEL,"1,519.40","1,519.40",-,-,"1,519.40",66110,"100,447,534.00","1,187,510,083,895.98","1,534.50",342.75,17-Aug-2021
M&M,799.30,799.25,-0.05,-0.01,799.25,15143,"12,103,042.75","765,136,526,322.78",952.05,567.50,17-Aug-2021
INFY,"1,704.40","1,703.90",-0.50,-0.03,"1,703.90",8278,"14,104,884.20","6,318,733,085,785.76","1,722.50",912.10,17-Aug-2021
HDFC,"2,731.15","2,729.95",-1.20,-0.04,"2,729.95",10438,"28,495,218.10","4,923,969,736,666.70","2,896.00","1,623.00",17-Aug-2021
ITC,210.90,210.80,-0.10,-0.05,210.80,24781,"5,223,834.80","1,843,114,026,455.45",239.20,163.35,17-Aug-2021
WIPRO,614.05,613.75,-0.30,-0.05,613.75,10197,"6,258,408.75","908,419,705,840.92",620.90,268.00,17-Aug-2021
INDUSINDBK,"1,019.00","1,013.50",-0.50,-0.05,"1,013.50",1761,"1,784,773.50","615,065,228,790.48","1,119.50",485.00,17-Aug-2021
EICHERMOT,"2,495.85","2,494.00",-1.85,-0.07,"2,494.00",1131,"2,820,714.00","347,991,611,454.84","3,037.00","2,014.42",17-Aug-2021
HDFCLIFE,673.55,673.00,-0.55,-0.08,673.00,2636,"1,774,028.00","558,425,164,512.03",746.00,555.95,17-Aug-2021
SBILIFE,"1,139.10","1,138.00",-1.10,-0.10,"1,138.00",285,"324,330.00","501,258,863,293.45","1,175.70",755.25,17-Aug-2021
ADANIPORTS,706.90,705.80,-1.10,-0.16,705.80,8127,"5,736,036.60","519,593,155,146.32",901.00,312.10,17-Aug-2021
BAJAJFINSV,"14,549.30","14,525.00",-24.30,-0.17,"14,525.00",177,"2,570,925.00","879,828,597,315.90","14,925.00","5,400.00",17-Aug-2021
KOTAKBANK,"1,782.35","1,779.00",-3.35,-0.19,"1,779.00",2452,"4,362,108.00","2,614,648,866,116.09","2,049.00","1,230.60",17-Aug-2021
RELIANCE,"2,173.50","2,168.85",-4.65,-0.21,"2,168.85",18185,"39,440,537.25","7,027,177,606,873.20","2,369.35","1,830.00",17-Aug-2021
TATAMOTORS,303.70,302.80,-0.90,-0.30,302.80,51967,"15,735,607.60","544,523,832,844.47",360.75,120.15,17-Aug-2021
HINDALCO,441.75,440.10,-1.65,-0.37,440.10,6945,"3,056,494.50","645,169,423,616.74",474.00,154.40,17-Aug-2021
HCLTECH,"1,123.65","1,119.25",-4.40,-0.39,"1,119.25",6407,"7,171,034.75","1,219,683,914,048.16","1,129.35",682.40,17-Aug-2021
MARUTI,"6,826.85","6,800.00",-26.85,-0.39,"6,800.00",3302,"22,453,600.00","907,392,313,348.84","8,329.00","6,270.15",17-Aug-2021
AXISBANK,762.00,759.00,-3.00,-0.39,759.00,10817,"8,210,103.00","1,961,905,888,545.12",799.00,400.15,17-Aug-2021
JSWSTEEL,761.65,758.60,-3.05,-0.40,758.60,3702,"2,808,337.20","736,430,379,250.40",776.50,257.55,17-Aug-2021
ICICIBANK,702.65,699.80,-2.85,-0.41,699.80,15031,"10,518,693.80","4,865,598,293,892.05",717.40,333.75,17-Aug-2021
HDFCBANK,"1,530.60","1,517.20",-13.40,-0.88,"1,517.20",26570,"40,312,004.00","6,679,558,889,560.57","1,641.00","1,020.20",17-Aug-2021
HDFCLIFE,667.00,671.85,4.85,0.73,671.85,11006,"7,394,381.10","552,994,706,747.12",746.00,555.95,10-Aug-2021
TITAN,"1,799.15","1,810.00",10.85,0.60,"1,810.00",2360,"4,271,600.00","750,712,420,789.08","1,858.65","1,048.55",10-Aug-2021
SBILIFE,"1,136.45","1,142.75",6.30,0.55,"1,142.75",3811,"4,355,020.25","500,092,735,659.59","1,175.70",755.25,10-Aug-2021
LT,"1,597.45","1,606.00",8.55,0.54,"1,606.00",8594,"13,801,964.00","1,929,656,058,966.18","1,647.15",843.00,10-Aug-2021
GRASIM,"1,512.15","1,520.00",7.85,0.52,"1,520.00",2315,"3,518,800.00","577,165,204,986.00","1,614.20",610.70,10-Aug-2021
BAJFINANCE,"6,193.15","6,225.00",31.85,0.51,"6,225.00",2164,"13,470,900.00","1,644,786,139,804.17","6,477.45","3,006.90",10-Aug-2021
DIVISLAB,"4,905.70","4,930.90",25.20,0.51,"4,930.90",709,"3,496,008.10","625,108,422,194.88","5,045.20","2,985.00",10-Aug-2021
BHARTIARTL,599.25,602.20,2.95,0.49,602.20,17482,"10,527,660.40","1,415,171,856,350.07",623.00,394.00,10-Aug-2021
IOC,104.40,104.90,0.50,0.48,104.45,22097,"2,317,975.30","265,366,311,693.34",117.85,71.65,10-Aug-2021
BPCL,452.50,454.50,2.00,0.44,454.50,8002,"3,636,909.00","422,082,352,663.80",493.90,325.00,10-Aug-2021
DRREDDY,"4,818.50","4,839.00",20.50,0.43,"4,839.00",1555,"7,524,645.00","585,116,956,216.57","5,614.60","4,135.00",10-Aug-2021
HINDALCO,434.70,436.50,1.80,0.41,435.05,27670,"12,077,955.00","634,873,001,576.00",474.00,154.40,10-Aug-2021
