"SYMBOL 
","PREV. CLOSE 
","IEP  PRICE 
","CHNG 
","%CHNG 
","FINAL PRICE 
","FINAL QUANTITY 
",VALUE ,FFM CAP ,"NM 52W H 
","NM 52W L 
",Date
HDFCLIFE,685.20,675.00,-10.2,-1.49,686.00,49576,"33,463,800.00","567,747,830,256.31",746.00,451.15,22-Apr-2021
LT,"1,331.50","1,310.00",-21.5,-1.61,"1,330.00",9980,"13,073,800.00","1,608,204,637,897.87","1,593.00",791.70,22-Apr-2021
INDUSINDBK,845.00,831.25,-13.75,-1.63,842.25,8809,"7,322,481.25","476,920,777,100.95","1,119.50",330.00,22-Apr-2021
AXISBANK,651.75,640.00,-11.75,-1.8,651.70,116490,"74,553,600.00","1,637,178,513,208.59",799.00,332.85,22-Apr-2021
M&M,811.15,795.00,-16.15,-1.99,811.00,8011,"6,368,745.00","776,480,036,690.51",952.05,320.60,22-Apr-2021
HEROMOTOCO,"2,823.70","2,753.30",-70.4,-2.49,"2,817.00",11623,"32,001,605.90","366,677,609,182.89","3,629.05","1,758.00",22-Apr-2021
ADANIPORTS,720.45,690.00,-30.45,-4.23,721.00,104719,"72,256,110.00","526,959,200,236.48",885.00,258.50,22-Apr-2021
ADANIPORTS,835.55,857.00,21.45,2.57,857.00,252800,"216,649,600.00","611,146,866,205.28",852.70,242.75,07-Apr-2021
HDFCLIFE,697.15,704.45,7.30,1.05,704.45,18120,"12,764,634.00","577,649,445,217.73",746.00,433.25,07-Apr-2021
DRREDDY,"4,619.25","4,662.30",43.05,0.93,"4,662.30",3423,"15,959,052.90","560,773,575,037.37","5,512.65","3,210.00",07-Apr-2021
BHARTIARTL,532.20,537.00,4.80,0.90,537.00,106569,"57,227,553.00","1,286,057,041,293.02",623.00,394.00,07-Apr-2021
POWERGRID,209.20,210.90,1.70,0.81,210.90,95687,"20,180,388.30","536,279,791,637.18",238.30,153.30,07-Apr-2021
NTPC,106.05,106.90,0.85,0.80,106.90,47396,"5,066,632.40","503,882,407,320.24",114.70,78.10,07-Apr-2021
RELIANCE,"1,984.30","2,000.00",15.70,0.79,"2,000.00",99760,"199,520,000.00","6,415,470,846,946.56","2,369.35","1,089.11",07-Apr-2021
TATASTEEL,862.85,869.50,6.65,0.77,869.50,62620,"54,448,090.00","651,234,292,006.22",882.50,259.20,07-Apr-2021
HDFC,"2,472.30","2,489.00",16.70,0.68,"2,489.00",56552,"140,757,928.00","4,453,133,418,810.90","2,896.00","1,486.00",07-Apr-2021
MARUTI,"6,751.30","6,790.00",38.70,0.57,"6,790.00",2000,"13,580,000.00","897,350,567,994.32","8,329.00","4,120.00",07-Apr-2021
EICHERMOT,"2,486.60","2,500.00",13.40,0.54,"2,500.00",1995,"4,987,500.00","346,635,322,859.05","3,037.00","1,245.01",07-Apr-2021
INDUSINDBK,927.25,931.00,3.75,0.40,931.00,9808,"9,131,248.00","523,342,947,416.40","1,119.50",330.00,07-Apr-2021
SBILIFE,897.55,901.00,3.45,0.38,901.00,4710,"4,243,710.00","350,068,914,903.79",983.75,653.00,07-Apr-2021
AXISBANK,677.90,680.50,2.60,0.38,680.50,39855,"27,121,327.50","1,702,866,611,590.49",799.00,332.85,07-Apr-2021
HINDUNILVR,"2,408.30","2,417.00",8.70,0.36,"2,417.00",5636,"13,622,212.00","2,150,213,483,130.33","2,614.30","1,902.00",07-Apr-2021
DIVISLAB,"3,688.10","3,701.00",12.90,0.35,"3,701.00",1529,"5,658,829.00","469,955,841,551.04","3,914.95","1,921.25",07-Apr-2021
JSWSTEEL,537.45,539.25,1.80,0.33,539.25,28214,"15,214,399.50","519,654,050,191.20",541.30,145.45,07-Apr-2021
HCLTECH,"1,028.40","1,031.00",2.60,0.25,"1,031.00",5296,"5,460,176.00","1,116,293,273,890.56","1,067.00",425.00,07-Apr-2021
BPCL,428.10,429.00,0.90,0.21,429.00,5097,"2,186,613.00","399,322,552,873.75",482.40,291.80,07-Apr-2021
SBIN,350.55,351.25,0.70,0.20,351.25,71938,"25,268,222.50","1,345,264,706,494.79",427.70,149.45,07-Apr-2021
ULTRACEMCO,"6,736.65","6,745.00",8.35,0.12,"6,745.00",430,"2,900,350.00","777,790,580,435.64","6,994.00","3,080.25",07-Apr-2021
ICICIBANK,565.90,566.55,0.65,0.11,566.55,68077,"38,569,024.35","3,913,455,613,835.50",679.40,285.55,07-Apr-2021
NESTLEIND,"17,081.70","17,100.00",18.30,0.11,"17,100.00",69,"1,179,900.00","609,369,404,318.96","18,844.00","15,100.00",07-Apr-2021
SUNPHARMA,620.45,621.00,0.55,0.09,621.00,10215,"6,343,515.00","669,900,321,961.43",654.40,388.30,07-Apr-2021
SHREECEM,"30,114.10","30,140.00",25.90,0.09,"30,140.00",77,"2,320,780.00","402,019,523,738.32","30,628.40","15,882.15",07-Apr-2021
LT,"1,401.00","1,402.00",1.00,0.07,"1,402.00",3664,"5,136,928.00","1,692,147,726,394.98","1,593.00",791.00,07-Apr-2021
TECHM,991.35,992.00,0.65,0.07,992.00,5268,"5,225,856.00","614,326,155,149.09","1,081.55",490.00,07-Apr-2021
TATACONSUM,674.55,674.95,0.40,0.06,674.95,7183,"4,848,165.85","404,061,261,079.61",679.00,271.00,07-Apr-2021
BRITANNIA,"3,730.60","3,732.00",1.40,0.04,"3,732.00",945,"3,526,740.00","440,305,799,878.22","4,010.00","2,640.15",07-Apr-2021
M&M,781.10,781.30,0.20,0.03,781.30,3812,"2,978,315.60","747,714,426,011.17",952.05,292.75,07-Apr-2021
ITC,212.65,212.70,0.05,0.02,212.70,64988,"13,822,947.60","1,858,260,639,981.22",239.20,157.10,07-Apr-2021
IOC,91.15,91.15,-,-,91.15,37424,"3,411,197.60","231,687,158,149.88",105.00,71.15,07-Apr-2021
CIPLA,836.15,836.15,-,-,836.15,7760,"6,488,524.00","424,822,798,211.43",878.90,452.00,07-Apr-2021
BAJAJFINSV,"9,519.50","9,519.50",-,-,"9,519.50",334,"3,179,513.00","575,665,381,300.04","10,579.00","3,985.30",07-Apr-2021
COALINDIA,130.30,130.30,-,-,130.30,12734,"1,659,240.20","273,021,190,342.75",163.00,109.55,07-Apr-2021
HINDALCO,350.45,350.40,-0.05,-0.01,350.40,20030,"7,018,512.00","511,777,821,334.75",361.30,90.00,07-Apr-2021
ONGC,103.95,103.90,-0.05,-0.05,103.90,34866,"3,622,577.40","379,238,806,804.47",122.35,60.80,07-Apr-2021
INFY,"1,411.05","1,410.25",-0.80,-0.06,"1,410.25",12378,"17,456,074.50","5,229,496,014,832.77","1,426.00",603.50,07-Apr-2021
HDFCBANK,"1,440.25","1,439.30",-0.95,-0.07,"1,439.30",23131,"33,292,448.30","6,272,423,299,278.40","1,641.00",826.10,07-Apr-2021
KOTAKBANK,"1,768.30","1,766.05",-2.25,-0.13,"1,766.05",5671,"10,015,269.55","2,593,035,311,542.26","2,049.00","1,108.20",07-Apr-2021
TCS,"3,264.70","3,259.00",-5.70,-0.17,"3,259.00",10775,"35,115,725.00","3,381,362,044,881.27","3,339.80","1,675.05",07-Apr-2021
UPL,661.35,660.00,-1.35,-0.20,660.00,9042,"5,967,720.00","363,817,052,874.43",668.85,307.15,07-Apr-2021
TITAN,"1,525.50","1,522.10",-3.40,-0.22,"1,522.10",2798,"4,258,835.80","636,529,359,927.60","1,621.35",810.00,07-Apr-2021
ASIANPAINT,"2,611.60","2,605.00",-6.60,-0.25,"2,605.00",4060,"10,576,300.00","1,177,369,245,731.08","2,873.45","1,482.95",07-Apr-2021
BAJFINANCE,"4,993.10","4,980.00",-13.10,-0.26,"4,980.00",3791,"18,879,180.00","1,323,862,690,638.80","5,822.20","1,783.00",07-Apr-2021
HEROMOTOCO,"2,887.95","2,880.00",-7.95,-0.28,"2,880.00",2034,"5,857,920.00","375,020,930,495.35","3,629.05","1,623.65",07-Apr-2021
BAJAJ-AUTO,"3,615.50","3,605.00",-10.50,-0.29,"3,605.00",859,"3,096,695.00","470,792,907,364.50","4,361.40","2,065.00",07-Apr-2021
TATAMOTORS,307.75,306.75,-1.00,-0.32,306.75,85146,"26,118,535.50","551,785,345,926.53",357.00,65.40,07-Apr-2021
GRASIM,"1,432.55","1,427.80",-4.75,-0.33,"1,427.80",1778,"2,538,628.40","546,677,672,252.52","1,472.70",463.00,07-Apr-2021
WIPRO,427.15,425.00,-2.15,-0.50,425.00,26758,"11,372,150.00","631,908,559,863.43",467.45,173.80,07-Apr-2021
INFY,"1,441.05","1,474.00",32.95,2.29,"1,474.00",235039,"346,447,486.00","5,340,679,091,580.57","1,455.00",603.50,12-Apr-2021
CIPLA,883.05,890.00,6.95,0.79,890.00,29671,"26,407,190.00","448,651,285,009.39",892.30,564.00,12-Apr-2021
SUNPHARMA,636.75,639.00,2.25,0.35,639.00,26971,"17,234,469.00","687,499,443,966.38",654.40,434.25,12-Apr-2021
DRREDDY,"4,760.30","4,775.00",14.70,0.31,"4,775.00",3871,"18,484,025.00","577,896,941,982.01","5,512.65","3,593.20",12-Apr-2021
DIVISLAB,"3,752.35","3,760.00",7.65,0.20,"3,760.00",2785,"10,471,600.00","478,142,892,558.24","3,914.95","2,090.05",12-Apr-2021
TCS,"3,322.25","3,322.25",-,-,"3,322.25",36265,"120,481,396.25","3,440,968,558,705.79","3,354.35","1,675.05",12-Apr-2021
WIPRO,450.10,450.00,-0.10,-0.02,450.00,63418,"28,538,100.00","665,859,868,417.49",467.45,173.80,12-Apr-2021
TECHM,"1,053.00","1,051.00",-2.00,-0.19,"1,051.00",12522,"13,160,622.00","652,529,824,352.64","1,081.55",490.00,12-Apr-2021
HCLTECH,"1,045.40","1,042.95",-2.45,-0.23,"1,042.95",10464,"10,913,428.80","1,134,746,196,543.36","1,067.00",447.85,12-Apr-2021
BRITANNIA,"3,797.70","3,777.95",-19.75,-0.52,"3,777.95",1173,"4,431,535.35","448,225,308,582.41","4,010.00","2,697.35",12-Apr-2021
TATACONSUM,679.80,675.00,-4.80,-0.71,675.00,18545,"12,517,875.00","407,206,056,307.05",685.00,300.20,12-Apr-2021
LT,"1,404.10","1,393.95",-10.15,-0.72,"1,393.95",23760,"33,120,252.00","1,695,891,950,486.22","1,593.00",791.70,12-Apr-2021
POWERGRID,208.30,206.65,-1.65,-0.79,206.65,27287,"5,638,858.55","533,972,660,602.42",238.30,153.30,12-Apr-2021
ULTRACEMCO,"6,825.85","6,763.30",-62.55,-0.92,"6,763.30",1231,"8,325,622.30","788,089,307,514.36","7,055.95","3,231.00",12-Apr-2021
SBILIFE,910.10,900.65,-9.45,-1.04,900.65,4648,"4,186,221.20","354,963,756,285.37",983.75,667.00,12-Apr-2021
COALINDIA,129.50,128.00,-1.50,-1.16,128.00,61194,"7,832,832.00","271,344,928,237.81",163.00,109.55,12-Apr-2021
RELIANCE,"1,982.05","1,959.00",-23.05,-1.16,"1,959.00",95629,"187,337,211.00","6,408,196,337,343.36","2,369.35","1,131.68",12-Apr-2021
NESTLEIND,"17,592.40","17,375.15",-217.25,-1.23,"17,375.15",159,"2,762,648.85","627,588,021,598.61","18,844.00","15,100.00",12-Apr-2021
EICHERMOT,"2,521.60","2,490.00",-31.60,-1.25,"2,490.00",2174,"5,413,260.00","351,514,369,066.75","3,037.00","1,285.55",12-Apr-2021
NTPC,102.80,101.50,-1.30,-1.26,101.50,40151,"4,075,326.50","488,440,466,501.85",114.70,78.10,12-Apr-2021
MARUTI,"6,827.10","6,739.85",-87.25,-1.28,"6,739.85",2378,"16,027,363.30","907,425,542,155.44","8,329.00","4,637.50",12-Apr-2021
TITAN,"1,592.00","1,571.00",-21.00,-1.32,"1,571.00",5944,"9,338,024.00","664,277,116,358.40","1,621.35",810.00,12-Apr-2021
HEROMOTOCO,"2,912.90","2,874.00",-38.90,-1.34,"2,874.00",4451,"12,792,174.00","378,260,866,164.55","3,629.05","1,752.55",12-Apr-2021
HINDUNILVR,"2,476.00","2,441.50",-34.50,-1.39,"2,441.50",7931,"19,363,536.50","2,210,658,383,187.60","2,526.15","1,902.00",12-Apr-2021
BHARTIARTL,545.25,537.55,-7.70,-1.41,537.55,32841,"17,653,679.55","1,317,592,261,865.88",623.00,394.00,12-Apr-2021
HDFCLIFE,694.85,685.00,-9.85,-1.42,685.00,10385,"7,113,725.00","575,743,695,057.79",746.00,451.15,12-Apr-2021
ITC,213.10,210.00,-3.10,-1.45,210.00,139788,"29,355,480.00","1,862,193,004,373.37",239.20,157.10,12-Apr-2021
GRASIM,"1,440.00","1,417.95",-22.05,-1.53,"1,417.95",1540,"2,183,643.00","549,520,678,540.80","1,472.70",469.20,12-Apr-2021
M&M,791.15,779.00,-12.15,-1.54,779.00,7408,"5,770,832.00","757,334,871,512.91",952.05,320.60,12-Apr-2021
UPL,634.90,625.00,-9.90,-1.56,625.00,17606,"11,003,750.00","349,266,571,210.37",673.95,312.75,12-Apr-2021
ADANIPORTS,823.60,809.90,-13.70,-1.66,809.90,54358,"44,024,544.20","602,406,270,129.46",885.00,247.45,12-Apr-2021
SHREECEM,"31,748.75","31,200.00",-548.75,-1.73,"31,200.00",131,"4,087,200.00","423,841,899,784.05","32,048.00","16,135.00",12-Apr-2021
IOC,91.70,90.10,-1.60,-1.74,90.10,93241,"8,401,014.10","233,085,160,749.80",105.00,71.15,12-Apr-2021
BPCL,425.60,417.95,-7.65,-1.80,417.95,24142,"10,090,148.90","396,990,606,173.95",482.40,291.80,12-Apr-2021
JSWSTEEL,621.00,609.00,-12.00,-1.93,609.00,40715,"24,795,435.00","600,437,557,296.00",639.00,152.60,12-Apr-2021
BAJAJ-AUTO,"3,651.30","3,579.50",-71.80,-1.97,"3,579.50",1358,"4,860,961.00","475,454,610,056.70","4,361.40","2,264.50",12-Apr-2021
ASIANPAINT,"2,630.80","2,578.20",-52.60,-2.00,"2,578.20",4765,"12,285,123.00","1,186,025,046,588.04","2,873.45","1,482.95",12-Apr-2021
HDFCBANK,"1,421.75","1,393.00",-28.75,-2.02,"1,393.00",82574,"115,025,582.00","6,191,854,070,993.97","1,641.00",826.10,12-Apr-2021
BAJAJFINSV,"9,629.05","9,419.95",-209.10,-2.17,"9,419.95",1127,"10,616,283.65","582,290,113,956.32","10,579.00","3,985.30",12-Apr-2021
KOTAKBANK,"1,799.25","1,757.25",-42.00,-2.33,"1,757.25",14284,"25,100,559.00","2,638,420,394,894.76","2,049.00","1,108.20",12-Apr-2021
HINDALCO,361.05,352.10,-8.95,-2.48,352.10,24906,"8,769,402.60","527,257,475,796.58",374.00,101.85,12-Apr-2021
HDFC,"2,513.90","2,450.00",-63.90,-2.54,"2,450.00",35493,"86,957,850.00","4,528,063,787,383.70","2,896.00","1,486.00",12-Apr-2021
SBIN,353.00,344.00,-9.00,-2.55,344.00,254006,"87,378,064.00","1,354,666,784,745.86",427.70,149.45,12-Apr-2021
TATASTEEL,899.50,876.55,-22.95,-2.55,876.55,39184,"34,346,735.20","678,895,805,365.47",953.65,259.20,12-Apr-2021
AXISBANK,668.20,651.00,-17.20,-2.57,651.00,86868,"56,551,068.00","1,678,500,471,846.54",799.00,332.85,12-Apr-2021
ICICIBANK,566.20,551.40,-14.80,-2.61,551.40,134691,"74,268,617.40","3,915,530,250,139.00",679.40,285.55,12-Apr-2021
BAJFINANCE,"4,872.30","4,740.00",-132.30,-2.72,"4,740.00",10660,"50,528,400.00","1,291,833,968,396.27","5,822.20","1,783.00",12-Apr-2021
ONGC,103.80,100.85,-2.95,-2.84,100.85,91648,"9,242,700.80","378,691,564,659.01",122.35,60.80,12-Apr-2021
TATAMOTORS,318.20,307.85,-10.35,-3.25,307.85,136956,"42,161,904.60","570,521,842,644.42",357.00,69.10,12-Apr-2021
INDUSINDBK,923.65,884.00,-39.65,-4.29,884.00,25370,"22,427,080.00","521,311,095,584.96","1,119.50",330.00,12-Apr-2021
ONGC,102.05,104.25,2.20,2.16,104.25,238327,"24,845,589.75","372,307,072,961.97",122.35,60.80,15-Apr-2021
TCS,"3,104.05","3,160.30",56.25,1.81,"3,160.30",95728,"302,529,198.40","3,214,971,316,020.98","3,354.35","1,675.05",15-Apr-2021
HINDUNILVR,"2,454.40","2,497.00",42.60,1.74,"2,497.00",30000,"74,910,000.00","2,191,373,156,581.44","2,526.15","1,902.00",15-Apr-2021
CIPLA,885.20,898.80,13.60,1.54,898.80,22621,"20,331,754.80","449,743,635,683.50",940.00,565.60,15-Apr-2021
HINDALCO,348.70,354.00,5.30,1.52,354.00,56547,"20,017,638.00","509,222,218,003.79",374.00,102.75,15-Apr-2021
TATASTEEL,879.00,892.00,13.00,1.48,892.00,59453,"53,032,076.00","663,423,471,835.74",953.65,259.20,15-Apr-2021
DRREDDY,"4,777.30","4,842.90",65.60,1.37,"4,842.90",6500,"31,478,850.00","579,960,729,561.30","5,512.65","3,607.20",15-Apr-2021
KOTAKBANK,"1,775.85","1,800.00",24.15,1.36,"1,800.00",22323,"40,181,400.00","2,604,106,632,360.07","2,049.00","1,108.20",15-Apr-2021
JSWSTEEL,630.35,638.00,7.65,1.21,638.00,51522,"32,871,036.00","609,477,961,741.60",639.00,152.60,15-Apr-2021
HDFC,"2,512.95","2,540.00",27.05,1.08,"2,540.00",123479,"313,636,660.00","4,526,352,637,139.85","2,896.00","1,486.00",15-Apr-2021
UPL,604.60,611.00,6.40,1.06,611.00,13123,"8,018,153.00","332,598,155,542.27",673.95,316.50,15-Apr-2021
HDFCLIFE,706.10,713.15,7.05,1.00,713.15,17583,"12,539,316.45","585,065,299,100.97",746.00,451.15,15-Apr-2021
SUNPHARMA,627.35,633.60,6.25,1.00,633.60,20258,"12,835,468.80","677,350,257,043.28",654.40,434.25,15-Apr-2021
ICICIBANK,560.60,565.95,5.35,0.95,565.95,325207,"184,050,901.65","3,876,803,705,807.00",679.40,285.55,15-Apr-2021
TITAN,"1,530.60","1,545.00",14.40,0.94,"1,545.00",14180,"21,908,100.00","638,657,383,353.12","1,621.35",810.00,15-Apr-2021
NESTLEIND,"17,168.85","17,325.00",156.15,0.91,"17,325.00",1044,"18,087,300.00","612,478,377,289.24","18,844.00","15,100.00",15-Apr-2021
AXISBANK,661.00,666.45,5.45,0.82,666.45,124439,"82,932,371.55","1,660,414,265,026.28",799.00,332.85,15-Apr-2021
SHREECEM,"30,356.05","30,599.00",242.95,0.80,"30,599.00",301,"9,210,299.00","405,249,526,420.40","32,048.00","16,222.30",15-Apr-2021
ASIANPAINT,"2,570.70","2,590.00",19.30,0.75,"2,590.00",12846,"33,271,140.00","1,158,930,586,613.91","2,873.45","1,482.95",15-Apr-2021
DIVISLAB,"3,718.45","3,745.50",27.05,0.73,"3,745.50",2141,"8,019,115.50","473,823,187,824.48","3,914.95","2,090.05",15-Apr-2021
BHARTIARTL,536.15,540.00,3.85,0.72,540.00,140648,"75,949,920.00","1,295,602,184,684.81",623.00,394.00,15-Apr-2021
ULTRACEMCO,"6,604.45","6,649.00",44.55,0.67,"6,649.00",2507,"16,669,043.00","762,527,220,348.12","7,055.95","3,231.00",15-Apr-2021
ADANIPORTS,731.05,735.90,4.85,0.66,735.90,81096,"59,678,546.40","534,712,364,956.46",885.00,247.50,15-Apr-2021
NTPC,100.60,101.20,0.60,0.60,101.20,65940,"6,673,128.00","477,987,460,409.40",114.70,78.10,15-Apr-2021
MARUTI,"6,815.80","6,846.60",30.80,0.45,"6,846.60",11140,"76,271,124.00","905,923,600,097.12","8,329.00","4,637.50",15-Apr-2021
LT,"1,373.70","1,378.95",5.25,0.38,"1,378.95",20656,"28,483,591.20","1,659,174,398,107.63","1,593.00",791.70,15-Apr-2021
HDFCBANK,"1,400.35","1,405.00",4.65,0.33,"1,405.00",186611,"262,188,455.00","6,098,655,071,789.27","1,641.00",826.10,15-Apr-2021
SBIN,341.00,342.10,1.10,0.32,342.10,255411,"87,376,103.10","1,308,615,789,230.42",427.70,149.45,15-Apr-2021
ITC,208.70,209.00,0.30,0.14,209.00,154401,"32,269,809.00","1,823,743,219,205.64",239.20,157.10,15-Apr-2021
BRITANNIA,"3,746.00","3,751.00",5.00,0.13,"3,751.00",1219,"4,572,469.00","442,123,392,039.84","4,010.00","2,697.35",15-Apr-2021
GRASIM,"1,392.20","1,393.00",0.80,0.06,"1,393.00",1427,"1,987,811.00","531,279,644,905.90","1,472.70",469.20,15-Apr-2021
TATAMOTORS,302.85,303.00,0.15,0.05,303.00,264428,"80,121,684.00","542,999,811,580.34",357.00,71.00,15-Apr-2021
BAJAJ-AUTO,"3,602.45","3,602.45",-,-,"3,602.45",1078,"3,883,441.10","469,093,599,539.55","4,361.40","2,264.50",15-Apr-2021
TECHM,"1,001.85","1,001.85",-,-,"1,001.85",34217,"34,280,301.45","620,832,862,799.33","1,081.55",490.00,15-Apr-2021
COALINDIA,127.95,127.95,-,-,127.95,30112,"3,852,830.40","268,097,170,409.48",163.00,109.55,15-Apr-2021
WIPRO,418.95,418.90,-0.05,-0.01,418.90,95998,"40,213,562.20","619,777,809,094.66",467.45,173.80,15-Apr-2021
BPCL,409.40,409.00,-0.40,-0.10,409.00,14179,"5,799,211.00","381,879,591,559.25",482.40,291.80,15-Apr-2021
TATACONSUM,663.95,662.80,-1.15,-0.17,662.80,5796,"3,841,588.80","397,711,769,763.26",685.00,301.10,15-Apr-2021
RELIANCE,"1,931.80","1,926.30",-5.50,-0.28,"1,926.30",167225,"322,125,517.50","6,245,732,289,538.56","2,369.35","1,131.68",15-Apr-2021
SBILIFE,897.80,895.00,-2.80,-0.31,895.00,2223,"1,989,585.00","350,166,421,704.22",983.75,667.00,15-Apr-2021
POWERGRID,208.75,207.90,-0.85,-0.41,207.90,14361,"2,985,651.90","535,126,226,119.80",238.30,153.30,15-Apr-2021
BAJFINANCE,"4,728.75","4,708.10",-20.65,-0.44,"4,708.10",11704,"55,103,602.40","1,253,773,346,890.35","5,822.20","1,783.00",15-Apr-2021
HEROMOTOCO,"2,865.35","2,852.00",-13.35,-0.47,"2,852.00",3861,"11,011,572.00","372,086,159,107.62","3,629.05","1,752.55",15-Apr-2021
BAJAJFINSV,"9,806.70","9,751.70",-55.00,-0.56,"9,751.70",2338,"22,799,474.60","593,033,005,388.42","10,579.00","3,985.30",15-Apr-2021
IOC,88.80,88.20,-0.60,-0.68,88.20,69968,"6,171,177.60","225,713,874,313.87",105.00,71.15,15-Apr-2021
EICHERMOT,"2,493.85","2,475.00",-18.85,-0.76,"2,475.00",2244,"5,553,900.00","347,645,982,430.65","3,037.00","1,285.55",15-Apr-2021
M&M,811.25,805.00,-6.25,-0.77,805.00,50966,"41,027,630.00","776,575,762,516.40",952.05,320.60,15-Apr-2021
INDUSINDBK,877.40,867.50,-9.90,-1.13,867.50,17516,"15,195,130.00","495,207,443,583.87","1,119.50",330.00,15-Apr-2021
HCLTECH,983.40,968.00,-15.40,-1.57,968.00,49515,"47,930,520.00","1,067,447,302,162.56","1,067.00",447.85,15-Apr-2021
INFY,"1,397.15","1,332.30",-64.85,-4.64,"1,332.30",677568,"902,723,846.40","5,177,981,189,272.96","1,477.55",603.50,15-Apr-2021
TATASTEEL,921.40,929.80,8.40,0.91,929.80,62588,"58,194,322.40","716,648,351,385.20",953.65,259.20,23-Apr-2021
ASIANPAINT,"2,511.25","2,527.10",15.85,0.63,"2,527.10",5726,"14,470,174.60","1,132,129,161,564.63","2,873.45","1,482.95",23-Apr-2021
DRREDDY,"5,199.85","5,228.00",28.15,0.54,"5,228.00",3864,"20,200,992.00","631,257,990,833.59","5,512.65","3,613.85",23-Apr-2021
POWERGRID,203.45,204.30,0.85,0.42,204.30,31068,"6,347,192.40","521,539,787,803.94",238.30,153.30,23-Apr-2021
TATACONSUM,665.50,667.00,1.50,0.23,667.00,5489,"3,661,163.00","398,640,233,116.13",698.00,310.00,23-Apr-2021
HCLTECH,961.90,964.00,2.10,0.22,964.00,13998,"13,494,072.00","1,044,109,782,336.96","1,067.00",450.00,23-Apr-2021
UPL,591.60,592.10,0.50,0.08,592.10,4566,"2,703,528.60","325,446,690,074.11",673.95,334.20,23-Apr-2021
BRITANNIA,"3,752.00","3,755.00",3.00,0.08,"3,755.00",1091,"4,096,705.00","442,831,544,830.08","4,010.00","2,827.45",23-Apr-2021
JSWSTEEL,640.75,641.00,0.25,0.04,641.00,14619,"9,370,779.00","619,533,598,772.00",651.00,152.60,23-Apr-2021
ULTRACEMCO,"6,092.30","6,094.00",1.70,0.03,"6,094.00",1690,"10,298,860.00","703,396,132,081.68","7,055.95","3,231.00",23-Apr-2021
CIPLA,944.35,944.35,-,-,944.35,14572,"13,761,068.20","479,795,980,973.46",966.35,565.60,23-Apr-2021
HDFCLIFE,679.05,679.00,-0.05,-0.01,679.00,4573,"3,105,067.00","562,652,020,046.04",746.00,451.15,23-Apr-2021
RELIANCE,"1,906.40","1,906.00",-0.40,-0.02,"1,906.00",39764,"75,790,184.00","6,163,611,158,906.88","2,369.35","1,287.13",23-Apr-2021
NESTLEIND,"16,790.45","16,785.00",-5.45,-0.03,"16,785.00",169,"2,836,665.00","598,979,405,723.51","18,844.00","15,100.00",23-Apr-2021
BAJAJ-AUTO,"3,681.40","3,680.00",-1.40,-0.04,"3,680.00",3077,"11,323,360.00","479,374,086,342.60","4,361.40","2,296.10",23-Apr-2021
COALINDIA,125.05,124.95,-0.10,-0.08,124.95,15513,"1,938,349.35","262,020,720,279.06",163.00,109.55,23-Apr-2021
SHREECEM,"28,521.95","28,499.00",-22.95,-0.08,"28,499.00",102,"2,906,898.00","380,764,517,454.88","32,048.00","18,000.00",23-Apr-2021
GRASIM,"1,300.20","1,299.00",-1.20,-0.09,"1,299.00",2158,"2,803,242.00","496,171,379,332.46","1,472.70",469.20,23-Apr-2021
DIVISLAB,"3,755.25","3,751.00",-4.25,-0.11,"3,751.00",666,"2,498,166.00","478,512,424,821.60","3,914.95","2,090.05",23-Apr-2021
KOTAKBANK,"1,736.05","1,733.90",-2.15,-0.12,"1,733.90",10808,"18,739,991.20","2,545,743,908,048.94","2,049.00","1,108.20",23-Apr-2021
TECHM,967.80,966.50,-1.30,-0.13,966.50,2691,"2,600,851.50","599,732,539,419.26","1,081.55",490.00,23-Apr-2021
ADANIPORTS,737.80,736.45,-1.35,-0.18,736.45,27321,"20,120,550.45","539,649,521,735.69",885.00,258.50,23-Apr-2021
TITAN,"1,480.85","1,478.00",-2.85,-0.19,"1,478.00",4055,"5,993,290.00","617,898,723,466.92","1,621.35",810.00,23-Apr-2021
IOC,87.85,87.65,-0.20,-0.23,87.65,30836,"2,702,775.40","223,299,142,550.38",105.00,71.15,23-Apr-2021
BPCL,418.35,417.30,-1.05,-0.25,417.30,14748,"6,154,340.40","390,227,960,744.53",482.40,291.80,23-Apr-2021
BHARTIARTL,530.85,529.00,-1.85,-0.35,529.00,18116,"9,583,364.00","1,282,794,777,095.83",623.00,394.00,23-Apr-2021
HINDUNILVR,"2,349.40","2,340.00",-9.40,-0.40,"2,340.00",2502,"5,854,680.00","2,097,625,527,245.94","2,505.90","1,902.00",23-Apr-2021
AXISBANK,658.70,656.00,-2.70,-0.41,656.00,29672,"19,464,832.00","1,654,636,726,736.48",799.00,332.85,23-Apr-2021
TCS,"3,118.80","3,105.00",-13.80,-0.44,"3,105.00",6258,"19,431,090.00","3,230,248,398,191.47","3,354.35","1,719.15",23-Apr-2021
M&M,799.70,796.00,-3.70,-0.46,796.00,2427,"1,931,892.00","765,519,429,626.34",952.05,320.60,23-Apr-2021
HINDALCO,355.85,354.05,-1.80,-0.51,354.05,13690,"4,846,944.50","519,663,683,041.72",376.50,102.75,23-Apr-2021
LT,"1,336.80","1,330.00",-6.80,-0.51,"1,330.00",5592,"7,437,360.00","1,614,606,053,279.66","1,593.00",791.70,23-Apr-2021
SUNPHARMA,639.95,636.50,-3.45,-0.54,636.50,16884,"10,746,666.00","690,954,486,323.18",659.50,434.25,23-Apr-2021
